date,admin1,admin2,market,latitude,longitude,category,commodity,unit,price,usdprice
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Pasta,300 G,0.34,0.4816
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Potatoes,KG,1.06,1.4899
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Rice (imported),KG,1.3,1.8307
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Wheat flour,1.5 KG,0.8,1.1308
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Eggs,2 KG,2.69,3.7854
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.0,1.4083
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (beef),KG,7.88,11.09
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (chicken),KG,1.81,2.5461
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs","Meat (chicken, whole)",KG,1.25,1.7533
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (lamb),KG,8.75,12.3223
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,Cheese (picon),160 G,0.83,1.1689
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,"Cheese (white, boiled)",KG,6.0,8.4496
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,Milk (powder),0.8 KG,3.28,4.6191
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,miscellaneous food,Salt (iodised),750 G,0.24,0.345
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,miscellaneous food,Sugar,KG,0.65,0.9154
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,oil and fats,Oil (olive),L,6.44,9.0664
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,oil and fats,Oil (vegetable),1.8 L,1.82,2.5644
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,"Beans (fava, dry)",KG,1.32,1.8589
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,Chickpeas,KG,1.62,2.2814
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,Lentils,KG,1.0,1.4083
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Apples (red),KG,1.41,1.9899
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Bananas,KG,0.9,1.2674
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Cucumbers,KG,0.55,0.7717
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Garlic,KG,2.88,4.06
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Onions,KG,0.88,1.2322
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Spinach,KG,0.54,0.7605
2018-11-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Tomatoes,KG,0.62,0.8703
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Bread (pita),KG,0.32,0.4506
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Bulgur,KG,0.94,1.3209
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Pasta,300 G,0.34,0.4788
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Potatoes,KG,0.84,1.1801
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Rice (imported),KG,1.18,1.666
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Wheat flour,1.5 KG,0.85,1.197
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Eggs,2 KG,2.79,3.9262
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,1.3378
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (beef),KG,7.96,11.2069
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (chicken),KG,2.4,3.3798
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs","Meat (chicken, whole)",KG,1.29,1.8138
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (lamb),KG,9.91,13.9502
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,Cheese (picon),160 G,0.73,1.028
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,"Cheese (white, boiled)",KG,5.07,7.1413
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,Milk (pasteurized),L,1.13,1.5956
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,Milk (powder),0.8 KG,3.41,4.7979
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,miscellaneous food,Salt (iodised),750 G,0.27,0.3732
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,miscellaneous food,Sugar,KG,0.7,0.9858
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,oil and fats,Oil (olive),L,6.17,8.6847
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,oil and fats,Oil (vegetable),1.8 L,1.74,2.4476
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,pulses and nuts,"Beans (fava, dry)",KG,1.2,1.6899
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,pulses and nuts,Chickpeas,KG,2.37,3.3404
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Apples (red),KG,1.17,1.6463
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Bananas,KG,0.86,1.2153
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Cucumbers,KG,0.53,0.7393
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Garlic,KG,2.55,3.5911
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Onions,KG,0.67,0.9435
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Spinach,KG,0.87,1.2224
2018-11-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Tomatoes,KG,0.39,0.5436
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Bread (pita),KG,0.32,0.4506
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Bulgur,KG,0.95,1.3378
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Pasta,300 G,0.35,0.4873
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Potatoes,KG,0.86,1.2153
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Rice (imported),KG,1.28,1.8012
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Wheat flour,1.5 KG,0.9,1.2618
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Eggs,2 KG,2.63,3.7051
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.96,1.3463
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Meat (beef),KG,8.5,11.9702
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs","Meat (chicken, whole)",KG,1.29,1.8138
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Meat (lamb),KG,8.0,11.2661
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,Cheese (picon),160 G,0.8,1.1266
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,"Cheese (white, boiled)",KG,5.75,8.0975
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,Milk (powder),0.8 KG,3.35,4.7233
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,miscellaneous food,Salt (iodised),750 G,0.28,0.3943
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,miscellaneous food,Sugar,KG,0.74,1.0407
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,oil and fats,Oil (olive),L,7.0,9.8578
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,oil and fats,Oil (vegetable),1.8 L,2.02,2.8391
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,"Beans (fava, dry)",KG,1.29,1.8209
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,Chickpeas,KG,2.42,3.4038
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,Lentils,KG,1.27,1.7955
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Apples (red),KG,1.31,1.849
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Bananas,KG,0.79,1.1097
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Cucumbers,KG,0.47,0.6689
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Garlic,KG,2.5,3.5207
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Onions,KG,0.76,1.0745
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Spinach,KG,0.5,0.7041
2018-11-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Tomatoes,KG,0.56,0.7929
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Bread (pita),KG,0.32,0.4506
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Bulgur,KG,0.93,1.3097
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Pasta,300 G,0.32,0.4506
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Potatoes,KG,0.89,1.259
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Rice (imported),KG,1.22,1.7181
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Wheat flour,1.5 KG,0.8,1.1266
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Eggs,2 KG,2.82,3.9755
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.98,1.3801
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (beef),KG,8.5,11.9702
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (chicken),KG,1.98,2.7926
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs","Meat (chicken, whole)",KG,1.22,1.7181
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (lamb),KG,8.5,11.9702
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,Cheese (picon),160 G,0.71,0.9999
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,"Cheese (white, boiled)",KG,5.0,7.0413
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,Milk (powder),0.8 KG,3.4,4.7881
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,miscellaneous food,Salt (iodised),750 G,0.25,0.3521
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,miscellaneous food,Sugar,KG,0.67,0.9435
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (kerosene),L,0.62,0.8802
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (petrol-gasoline),L,0.82,1.1618
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,oil and fats,Oil (olive),L,7.0,9.8578
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,oil and fats,Oil (vegetable),1.8 L,1.86,2.6194
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,pulses and nuts,"Beans (fava, dry)",KG,1.5,2.1124
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,pulses and nuts,Chickpeas,KG,1.89,2.6616
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,pulses and nuts,Lentils,KG,1.2,1.6899
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Apples (red),KG,1.44,2.0307
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Bananas,KG,0.86,1.2181
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Cucumbers,KG,0.52,0.7295
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Garlic,KG,3.65,5.1472
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Onions,KG,0.77,1.09
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Spinach,KG,0.53,0.7393
2018-11-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,vegetables and fruits,Tomatoes,KG,0.53,0.7407
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Bread (pita),KG,0.32,0.4506
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Bulgur,KG,0.74,1.0463
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Pasta,300 G,0.35,0.4929
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Potatoes,KG,0.97,1.366
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Rice (imported),KG,1.32,1.8547
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,cereals and tubers,Wheat flour,1.5 KG,0.84,1.1773
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs",Eggs,2 KG,2.7,3.7967
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,1.3984
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs",Meat (beef),KG,8.5,11.9702
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs",Meat (chicken),KG,1.89,2.6616
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs","Meat (chicken, whole)",KG,1.23,1.7364
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,"meat, fish and eggs",Meat (lamb),KG,9.55,13.4489
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,milk and dairy,Cheese (picon),160 G,0.84,1.1773
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,milk and dairy,"Cheese (white, boiled)",KG,6.0,8.4496
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,milk and dairy,Milk (powder),0.8 KG,3.26,4.5923
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,miscellaneous food,Salt (iodised),750 G,0.28,0.3943
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,miscellaneous food,Sugar,KG,0.65,0.9154
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (kerosene),L,0.6,0.852
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,non-food,Fuel (petrol-gasoline),L,0.75,1.0562
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,oil and fats,Oil (olive),L,6.6,9.2945
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,oil and fats,Oil (vegetable),1.8 L,1.82,2.5602
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,pulses and nuts,"Beans (fava, dry)",KG,1.34,1.8814
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,pulses and nuts,Chickpeas,KG,1.63,2.2941
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,pulses and nuts,Lentils,KG,0.99,1.3984
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Apples (red),KG,1.34,1.8913
2018-12-15,Ajloun,Qasabet Ajloun District,Ajloun,32.32362747192383,35.71811294555664,vegetables and fruits,Bananas,KG,0.89,1.2463
